SYNTAX	DESCRIPTION	CLASS	TYPE	GROUP	CATEGORY	KEYWORDS	TIO	DOCS
Iv⊢⍤⌿Y	Replicate along leading axis of Y (forces ⌿ to be a function even with a function on its left)	Tacit	Dyadic Function		Selection	treated treating interpreting interpreted as forcing coerce coercing functionify functionize schizophrenic overloaded make into being functionise train tacit fork atop compressing slashbar solidusbar first copying repeatingeachrows Iv/[1] dimension 1st start beginning vertically columnwise column-wise down	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFYwWTR71bHvVuNjTietQ3FSRkqGCgYKTwqGe/AlDR//8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/replicate/
Av⊢⍤⌿Y	Filtering major cells of Y according to mask Av (forces ⌿ to be a function even with a function on its left)	Tacit	Dyadic Function		Selection	treated treating interpreting interpreted as forcing coerce coercing functionify functionize schizophrenic overloaded make into being functionise train tacit fork atop compressing slashbar selecting items vertically rowsofmatrix columnwise column-wise Av/[1] dimension 1st start beginning down bitmask bit-mask	https://tio.run/##SyzI0U2pTMzJT///PzexROFR2wQFYwWTR71bHvVuNjTietQ3FSRkqGAAxI969isAFf3/DwA	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/replicate/
I/⍥,Y	Create vector of elements in array Y selected by integer array I of the same shape	Tacit	Dyadic Function		Structural	ones cells items trues truths binary expand		
Is/∘⍪Yv	Matrix with Is columns, each consisting of Yv	Tacit	Dyadic Function		Structural	fill table	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExRMFPQfdcx41LtKwVDBSMH4/38A	
Iv⍴∘⊂Y	Array of shape Iv filled with copies of Y	Tacit	Dyadic Function		Structural	copy repeat repetitions duplicate reshape	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSMFIwVHvVuedQx41FXk4J6YlKy@v//AA	
⊂∘⊃Y	Corner element of a (non-empty) array Y[1;1;1…]	Tacit	Monadic Function		Selection	first top-left topleft northwest north-west NW cell item 1st	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExTAwFjB@FHvFgUjBR19hUe9my25IJLq6lCGwqOupkcdMx51NWOq/f8fAA	
Iv⊂⍛⌷Y	Select major cells Iv from Y	Tacit	Dyadic Function		Selection	rightshoeunderbar saneindexing ⊇ items elements getting picking selecting		
Iv⊂⍛⌷Y	Permute: Reorder major cells of Y according to permutation vector Iv	Tacit	Dyadic Function		Selection	rightshoeunderbar ⊇ items elements permutation permuting		
Iv⊂⍛⌷Jv	Generate consolidated left argument for successive transposes Jv⍉Iv⍉Y	Tacit	Dyadic Function		Structural	optimise optimize		
Ms×∘⍳Js	Arithmetic progression vector: Js steps of Ms	Tacit	Dyadic Function		Mathematical	sequence	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQ0HnU1GSsYP@rd8qh3s6WmwuHpjzpmAJkKxv//AwA	
⍳∘≢Ym	All row indices of matrix Ym	Tacit	Monadic Function		Index Generation	enumerate rows table	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExRAwETB@FHvFgM9I1MuqOij3s2POmY86lyEJPf/PwA	
X⊖⍛⍳Y	Index of last occurrence of major cells Y in X, counted from the rear	Tacit	Dyadic Function		Index Generation	indexin indexof find locate positionof locating items elements location reverse back trailing ending		
,∘⍳Jv	All tuples of corresponding elements of ⍳¨Jv (for small Jv of max length 15)	Tacit	Monadic Function		Index Generation	indices major cells rows items	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExR0HnXMeNS7WcFYwez/fwA	
C⍳∘⊂Dv	Position of first occurrence of string Dv in list of strings C	Tacit	Dyadic Function		Index Generation	indexin indexof vtv vector 1st text	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExTUc/KLUnPVFdQzC4pLQXRKPlAESBdnlgDJxNxUIPWod/OjjhmPupoUIOL//wMA	
Cv⊂⍛∊D	Is string Cv a member of list of strings D	Tacit	Dyadic Function		Index Generation	isin membership containedin has vtv vector text		
Ms∊∘⍳Js	Is Ms in range 1…Js?	Tacit	Dyadic Function		Comparison	inrange? valid? testif	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSMzBUedXQ96pjxqHezgqnB//8A	
Iv⍳⍛∊Jv	Boolean array of shape Iv with ones in locations Jv (inverse of Jv←⍸Bv)	Tacit	Dyadic Function		Boolean/Logical	inversion 1s trues truths list binary base-2 base2 ⍸⍣¯1 vector length	https://tio.run/##ASoA1f9hcGwtZHlhbG9n///ijpXihpAgMiA0IDcg4oiK4o2o4oiY4o2zIDEw//8	
⍸@⊢B	Replace 1s in Boolean array B with their enumeration	Tacit	Monadic Function		Boolean/Logical	identify label indices where	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9e5weNS1SMFQwQCIQSSY/v8fAA	
Iv⍸⍛⊆Y	Cut Yv into non-empty partitions of length Iv (+/Iv ↔ ⍴Y)	Tacit	Dyadic Function		Structural	cutting partition partitioning chopping splitting separate separating chunks chunking segments segmenting		
X f⍣¯1⍣≡Y	Limit: apply inverse of X∘f until stable	Tacit	Monadic Function	Monadic Operator	Function Application	limes lim() convergence fixedpoint fixed-point	https://tio.run/##SyzI0U2pTMzJT///P@1R2wQF7UcdMw5v53rUNxXEM1RIe9S7@NB6QyD5qHOhgsH//wA	
f⍣¯1⍣≡Y	Limit: apply inverse of f until stable	Tacit	Monadic Function	Monadic Operator	Function Application	limes lim() convergence fixedpoint fixed-point	https://tio.run/##SyzI0U2pTMzJT///P@1R2wQFw0cdM7SB@PB2rkd9U0EiaY96Fx9abwgkH3UuVDD4/x8A	
⍋∘⍋Y	Permutation vector that sorts like Y	Tacit	Monadic Function		Index Generation	ranking list		
Iv⊢⍤\Y	Expand last axis of Y (forces \ to be a function even with a function on its left)	Tacit	Dyadic Function		Selection	forcing coerce coercing functionify functionize make into being functionise train tacit reversesolidus slope dimension	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExSMFQ6tN1IwUYhRMFew4IIKGioYQHGMgrpHYon6//8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/expand/
Iv⊢⍤⍀Y	Expand leading axis of Y (forces ⍀ to be a function even with a function on its left)	Tacit	Dyadic Function		Selection	forcing coerce coercing functionify functionize make into being functionise train tacit reversesolidusbar slopebar Iv\[1] dimension start beginning	https://tio.run/##SyzI0U2pTMzJT///Pzex5FHbBGMFk0e9Wx71bjY04nrUNxUoomCoYKBgBCQf9TYoABX9/w8A	https://docs.dyalog.com/20.0/language-reference-guide/primitive-functions/expand/
⊂[1]Ym	Enclose columns of a matrix	Tacit	Monadic Function		Structural	vertically column-wise columnwise boxed enclosed table	https://tio.run/##SyzI0U2pTMzJT/@vnpJZXKD@qG@qc6R6Slpesfp/IPtR2wQFkLgCGBgrGD/q3fKod7MlF7Lco66maMNYJNn//wE	
⊂[1]Ym	Convert table to inverted table (character data as vectors of vectors)	Tacit	Monadic Function		Structural	matrix tables transforming transformation change changing into inverting inversion	https://tio.run/##SyzI0U2pTMzJT/@vnpJZXJCTWKn@qG@qc6R6Slpesfp/IPtR2wQFqJSCxqO2iYdWPOpqijaM1VQwUjB@1LtF3TFJXcFQwVxB3TklNU0dJPr/PwA	
⍉∘+Nm	Conjugate Transpose	Tacit	Monadic Function		Mathematical	self-adjoint selfadjoin Yᴴ Y^H Y† Y^† Aᴴ A^H A† A^†		
⌽∘⍉Ym	Rotate 90° clockwise	Tacit	Monadic Function		Structural	turning rotating rotation -90° ¯90° quarter-turn quarterturn	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExRAwFjB@FHvlke9my25oKKPevY@6pjxqLcTSe7/fwA	
⍉∘⌽Ym	Rotate 90° counter-clockwise	Tacit	Monadic Function		Structural	turning rotating rotation -90° ¯90° quarter-turn quarterturn counterclockwise	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExRAwFjB@FHvlke9my25oKKPejsfdcx41LMXSe7/fwA	
⍉∘↑Yv	Matrix with columns from vectors Yv	Tacit	Monadic Function		Structural	transpose columns table lists		
⍉⍛≡Ym	Is Ym symmetric?	Tacit	Monadic Function		Array Properties	testif		
⍉∘⍪Yv	Forming first row of a matrix for later expansion	Tacit	Monadic Function		Structural	default initialise initialize 1st table	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9W5RAAFDBSMFYy4kwUe9nY86ZjzqXQWR@v8fAA	
⍉∘⍪Yv	Reshaping vector Yv into a one-row matrix	Tacit	Monadic Function		Structural	1-row table list	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQe9W5RAAFDBSMFYy4kwUe9nY86ZjzqXQWR@v8fAA	
M+.×N	Dot/Vector/Cross/Matrix Product of M and N (¯1↑⍴M ↔ 1↑⍴N)	Tacit	Dyadic Function		Mathematical	dotproduct vectorproduct crossproduct ∙ ⋅ · multiplication multiply		
A+.×Nv	Summation over subsets of Nv specified by rows of A	Tacit	Dyadic Function		Mathematical		https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQ0TBSMH/VuMVQwUDDUAWIgaQglDRQMNBW09Q5PVzAGipj8/w8A	
M-.×N	Alternating Matrix Product of M and N (¯1↑⍴M ↔ 1↑⍴N)	Tacit	Dyadic Function		Mathematical			
Am∨.∧Bm	Extending a transitive binary relation	Tacit	Dyadic Function		Boolean/Logical	extension base-2 base2		
Mv⌈.×Nv	Maximum of Nv with weights Mv	Tacit	Dyadic Function		Mathematical	greatestif largest biggest		
Mm⌊.+Nm	Extending a distance table to next leg	Tacit	Dyadic Function		Mathematical	extension matrix		
Mv⌊.×Nv	Minimum of Nv with weights Mv	Tacit	Dyadic Function		Mathematical	smallest least		
Mv+.÷Nv	Sum of reciprocal series Mv÷Nv	Tacit	Dyadic Function		Mathematical	sequence		
Mv-.÷Nv	Sum of alternating reciprocal series Mv÷Nv	Tacit	Dyadic Function		Mathematical	sequence		
Xv+.=Yv	Counting pairwise matches (equal elements) in two vectors	Tacit	Dyadic Function		Comparison	cells items lists		
X∧.=Yv	Comparing vector Yv with rows of array X	Tacit	Dyadic Function		Comparison	list compare equality match	https://tio.run/##SyzI0U2pTMzJT///P1fhUdsEIJ6o7paZl6euoO6eWFSJoBzz8hKBlHNiUQ6QcklE5qGqdEpNLFXnetQ3FWReLpyh8KhjuZ4tVNX//wA	
Xm∧.=Ys	Boolean rows of Xm all equal to scalar Ys	Tacit	Dyadic Function		Sets	findall lookup binary base-2 base2 compare equality match		
Nv×.*B	Products over subsets of Nv specified by B	Tacit	Dyadic Function		Mathematical	sub-sets		
Iv∘.+Jv	Addition Table for Iv down and Jv across	Tacit	Monadic Function		Mathematical	additiontable cartesianaddition plustable matrix		
Iv∘.×Jv	Multiplication Table for Iv down and Jv across	Tacit	Monadic Function		Mathematical	multiplicationtable cartesianproduct timestable matrix		
M,.×N	Mid product of M and N	Tacit	Dyadic Function		Mathematical	midproduct		
X∘.,Y	Cartesian product: all pairs of X and Y	Tacit	Monadic Function		Sets			
Ms⊥∘⌽Nv	Ascendingly ordered Nv-coefficient polynomial at point Ms	Tacit	Dyadic Function		Mathematical	polynomium		
Mv⍪⍛⊥Nv	Evaluate polynomial with descending coefficients Nv for point(s) Mv	Tacit	Dyadic Function		Mathematical	apply		
⍕⍛≡Y	Is Y a simple character array?	Tacit	Monadic Function		Array Properties	testif		
⍎∘⍕Yv	Convert character or numeric data into numeric (unsafe)	Tacit	Monadic Function		Data Conversion	normalise numbers converting change changing		
Cv⊂⍛⎕NPUT Dv	Write text (vector or matrix or vector of vectors) Cv to Unicode file Dv	Tacit	Dyadic Function		System	native files dump cat save to 🐈 ascii ansi Windows-1252 UTF-8 UTF-16LE UTF-16BE UTF-32LE UTF-32LE vtv charvec charactervector textvector string	https://tio.run/##SyzI0U2pTMzJT///Xz23Mi0zJ1WvpKJEXUHjUd9Uv4DQkEe9Kx51zHjU1aSpoO6RmpOTr66gHp5flJOizgVU8ahtggJIobtriAKy9v//AQ	
name←~∘Y	Create a “without” function with a hashed principal argument (fast X~Y for subsequent values of X)	Tacit	Monadic Function		Sets	performance hasharray hash-array hash-table		https://docs.dyalog.com/20.0/programming-reference-guide/introduction/search-functions-and-hash/
name←X∘⍳	Create an “index-in” function with a hashed principal argument (fast X⍳Y for subsequent values of Y)	Tacit	Monadic Function		Index Generation	performance hasharray hash-array hash-table		https://docs.dyalog.com/20.0/programming-reference-guide/introduction/search-functions-and-hash/
name←∊∘Y	Create a “membership-in” function with a hashed principal argument (fast X∊Y for subsequent values of X)	Tacit	Monadic Function		Sets	performance hasharray hash-array hash-table		https://docs.dyalog.com/20.0/programming-reference-guide/introduction/search-functions-and-hash/
name←X∘∪	Create a “union-with” function with a hashed principal argument (fast X∪Y for subsequent values of Y)	Tacit	Monadic Function		Sets	performance hasharray hash-array hash-table		https://docs.dyalog.com/20.0/programming-reference-guide/introduction/search-functions-and-hash/
name←∩∘Y	Create an “intersection-with” function with a hashed principal argument (fast X∩Y for subsequent values of X)	Tacit	Monadic Function		Sets	performance hasharray hash-array hash-table		https://docs.dyalog.com/20.0/programming-reference-guide/introduction/search-functions-and-hash/
name←X∘⍋	Create a “grade-ascending-according-to” function with a hashed principal argument (fast X⍋Y for subsequent values of Y)	Tacit	Monadic Function		Index Generation	performance hasharray hash-array hash-table		https://docs.dyalog.com/20.0/programming-reference-guide/introduction/search-functions-and-hash/
name←X∘⍒	Create a “grade decending according to” function with a hashed principal argument (fast X⍒Y for subsequent values of Y)	Tacit	Monadic Function		Index Generation	performance hasharray hash-array hash-table		https://docs.dyalog.com/20.0/programming-reference-guide/introduction/search-functions-and-hash/
{0}¨Y	Fast: 0 corresponding to each item of Y	Tacit	Monadic Function	Performance	Boolean/Logical	speed optimised optimized quick zeroes naughts 0s zeros cell element falses falsehoods idiom		
X(f⍤0)Y	Run f on scalars	Tacit	Dyadic Function	Monadic Operator	Function Application	apply		
Mv(f⍤0 1)Nm	Apply scalar function f between vector Mv and each column of Nm	Tacit	Dyadic Function		Function Application	rank suffixagreement columns distribute columwise column-wise list dimensions axes vertically columnwise		
Mv(f⍤1)Nm	Apply f between vector Mv and each row of Nm	Tacit	Dyadic Function		Function Application	rank prefixargeement rows distribute rowwise row-wise list dimensions axes horizontally		
Xs(@1)Y	Replacing first major cell of Y with Xs	Tacit	Monadic Function	Monadic Operator	Structural	substitute merge amend replace update 1st item element		
X(f⍣¯1)Y	Inverse: find Z such that Y ≡ X f Z	Tacit	Monadic Function	Monadic Operator	Function Application	f⁻¹(x,y) f′(x,y) fʹ(x,y) opposite revert		
(f⍣¯1)Y	Inverse: find Z such that Y ≡ f Z	Tacit	Monadic Function	Monadic Operator	Function Application	f⁻¹(x) f′(x) fʹ(x) opposite revert		
Ms×∘×⍨Nv	Rotate figure Nv in direction of point Ms	Tacit	Dyadic Function		Mathematical	rotation complex points		
×∘|⍨N	Square without changing sign	Tacit	Monadic Function		Mathematical	change converting conversion		
?⍨∘≢Y	Random Permutation vector for Y	Tacit	Monadic Function		Index Generation	shuffled shuffling randompermutation randomise randomize randomlypermute		
M*∘÷⍨N	M'th Root of N	Tacit	Dyadic Function		Mathematical	nthroot ⁿ√ ³√ ∛ ∜		
A*∘~⍨N	Conditional change of elements of N to one according to A	Tacit	Dyadic Function		Mathematical	1 cells items changing converting conversion		
+∘÷/N	Continued fraction with terms N	Tacit	Monadic Function		Mathematical	series sequence		
⌈⌿⍛=N	Locate all instances of maximum of N	Tacit	Monadic Function		Boolean/Logical	indicate where equal to maxima maximums location masking indicating		
Av+∘1⍛⌿Y	Duplicate Y cells where indicated by Av	Tacit	Dyadic Function		Structural	replicate double items elements		
A⊣@⊢⍨Yv	Using Boolean array A for expanding Yv (Yv's elements at 1s in A)	Tacit	Dyadic Function		Structural	ones cells items trues truths binary replicate		
0∘,⍛⍴Js	Initialise a matrix with Js columns and no rows	Tacit	Monadic Function		Structural	table		
∨/∘,B	Are any true?	Tacit	Monadic Function		Boolean/Logical	testif forany thereexists ∃ ⋁		
∧/∘,B	Are all true?	Tacit	Monadic Function		Boolean/Logical	testif forall ∀ ⋀		
⊃∘⍴¨Y	Fast: The length of the first axis of each item in X	Tacit	Monadic Function	Performance	Array Properties	speed optimised optimized quick cell element dimension 1st idiom		
⊂⍤¯1∘↑Yv	Pad elements of vector of arrays Yv to equal shape	Tacit	Monadic Function		Structural	list cells items		
X⊃¨∘⊂Y	Selective picking from array	Tacit	Monadic Function		Structural	chipmunk		
+∘÷\N	Continued fraction convergents with terms N	Tacit	Monadic Function		Mathematical	series sequence		
∧\⍛<B	Turn off all 1s before first 0 (remove leading 1s)	Tacit	Monadic Function		Boolean/Logical	unsetting indicating flipping turning change changing inverting negating bitmask bit-mask zeros zeroes trues truths ones falses falsehoods 1st start beginning mask not		
∨\⍛≤B	Turn on all 0s before first 1 (add leading 0s)	Tacit	Monadic Function		Boolean/Logical	unsetting indicating flipping turning change changing inverting negating bitmask bit-mask zeros zeroes trues truths ones falses falsehoods 1st start beginning mask not		
≠⍀⍛∨B	Parity with connectors: Joining pairs of odd and even ones (fill gaps with ones)	Tacit	Monadic Function		Boolean/Logical	1s pad trues truths		
≠⍀⍛>B	Places between pairs of ones	Tacit	Monadic Function		Boolean/Logical	1s trues truths		
,[⍳2]Y	Merge the leading two axes of Y	Tacit	Monadic Function		Structural	laminate ravel combine dimensions melt fuse join along leading axis	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQSFUCkkYKxgsmj3i2PejcbmXBBpYB8hUQYRycaJBeLEADJwgX//wcA	
Bs⌽∘1 2⍛⍉Ym	Transpose matrix Ym on condition Bs	Tacit	Dyadic Function		Structural	conditional table		
⊢∘≢⌸Y	Count of occurrences of each unique major cell	Tacit	Monadic Function		Mathematical	elements items how many repetitions times repeated		
+.×⍨Nv	Sum of squares of Nv	Tacit	Dyadic Function		Mathematical	∑x² Σx² sum(x^2) Pythagorean trigonometry		
Xs∨.≠⍨Y	Do rows of Y contain elements differing from Xs?	Tacit	Dyadic Function		Comparison	testif hasdifferent cells items		
∘.⊢⍨Yv	Square matrix with Yv as rows	Tacit	Monadic Function		Structural	tomatrixof table	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQedczQe9S16FHvCgVDBSMFYwWT//8B	
∘.⊣⍨Yv	Square matrix with Yv as columns	Tacit	Monadic Function		Structural	tomatrixof table	https://tio.run/##SyzI0U2pTMzJT////1Hf1EdtExQedczQe9S1@FHvCgVDBSMFYwWT//8B	
Xv,[0.5]Yv	Two-row matrix from two vectors (repeat scalars)	Tacit	Monadic Function		Structural	table lists rows		
1∘⎕C⍛≠D	Are characters of D lowercase?	Tacit	Monadic Function		Text	is lower-case? small? minuscules? minuscule? string		
¯1∘⎕C⍛≠D	Are characters of D uppercase?	Tacit	Monadic Function		Text	is upper-case? large? caps? capitals? capital? majuscules? majuscule? string		
X(Z⊣⊢)Y	Apply Z as constant function if array, but like normal dyadic function if function	Tacit	Dyadic Function		Function Application	dualtype dual-type operands handle both typeagnostic type-agnostic		
X(f⊣⊢)Y	Apply f as normal dyadic function if function, but like constant function if array	Tacit	Dyadic Function		Function Application	dualtype dual-type operands handle both typeagnostic type-agnostic		
(Z⊣⊢)Y	Apply Z as constant function if array, but like normal monadic function if function	Tacit	Monadic Function		Function Application	dualtype dual-type operands handle both typeagnostic type-agnostic		
(f⊣⊢)Y	Apply f as normal monadic function if function, but like constant function if array	Tacit	Monadic Function		Function Application	dualtype dual-type operands handle both typeagnostic type-agnostic		
I(1+-)J	Inclusive integer difference	Tacit	Dyadic Function		Mathematical	span distance fence-post range		
